0.32,0.07,-0.12,-0.92
0.00,0.07,-0.12,-0.92
0.13,0.07,-0.12,-1.05
0.00,0.07,-0.12,-1.05
0.26,0.07,0.14,-1.05
0.00,0.07,0.14,-1.05
0.22,0.20,0.01,-0.92
0.00,0.20,0.01,-0.92
0.18,0.07,-0.12,-0.92
0.00,0.07,-0.12,-0.92
0.18,0.07,0.01,-1.05
0.00,0.07,0.01,-1.05
0.18,-0.06,0.14,-1.05
0.00,-0.06,0.14,-1.05
0.13,-0.06,0.01,-1.05
0.00,-0.06,0.01,-1.05
0.29,0.07,0.01,-0.79
0.00,0.07,0.01,-0.79
0.47,0.07,-0.25,-1.18
0.00,0.07,-0.25,-1.18
0.32,-0.06,0.01,-1.05
0.00,-0.06,0.01,-1.05
0.18,-0.06,-0.12,-0.92
0.00,-0.06,-0.12,-0.92
0.32,0.07,0.14,-1.05
0.00,0.07,0.14,-1.05
0.18,0.07,0.01,-1.18
0.00,0.07,0.01,-1.18
0.13,0.07,0.01,-1.05
0.00,0.07,0.01,-1.05
