0.26,-0.04,0.45,-1.66
0.00,-0.04,0.45,-1.66
0.29,0.22,0.58,-1.66
0.00,0.22,0.58,-1.66
0.29,0.09,0.32,-1.66
0.00,0.09,0.32,-1.66
0.26,0.09,0.32,-1.40
0.00,0.09,0.32,-1.40
0.22,-0.04,0.19,-1.27
0.00,-0.04,0.19,-1.27
0.13,-0.04,0.19,-1.14
0.00,-0.04,0.19,-1.14
0.22,0.09,0.32,-1.01
0.00,0.09,0.32,-1.01
0.18,-0.04,0.32,-0.88
0.00,-0.04,0.32,-0.88
0.22,0.09,0.19,-1.01
0.00,0.09,0.19,-1.01
0.18,-0.04,0.32,-1.01
0.00,-0.04,0.32,-1.01
0.13,-0.04,0.32,-0.88
0.00,-0.04,0.32,-0.88
0.18,-0.17,0.19,-0.88
0.00,-0.17,0.19,-0.88
0.18,-0.04,0.19,-0.75
0.00,-0.04,0.19,-0.75
0.18,-0.04,0.32,-0.88
0.00,-0.04,0.32,-0.88
0.18,-0.04,0.19,-1.01
0.00,-0.04,0.19,-1.01
